V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255;V256;V257;V258;V259;V260;V261;V262;V263;V264;V265;V266;V267;V268;V269;V270;V271;V272;V273;V274;V275;V276;V277;V278;V279;V280;V281;V282;V283;V284;V285;V286;V287;V288;V289;V290;V291;V292;V293;V294;V295;V296;V297;V298;V299;V300;V301;V302
Sample.Name;plate;Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Feature8;Feature9;Feature11.4767789999;Feature11;Feature12;Feature13;Feature14;Feature15;Feature16;Feature17;Feature18;Feature19;Feature21.4767789999;Feature21;Feature22;Feature23;Feature24;Feature25;Feature26;Feature27;Feature28;Feature29;Feature31.4767789999;Feature31;Feature32;Feature33;Feature34;Feature35;Feature36;Feature37;Feature38;Feature39;Feature41.4767789999;Feature41;Feature42;Feature43;Feature44;Feature45;Feature46;Feature47;Feature48;Feature49;Feature50;Feature51;Feature52;Feature53;Feature54;Feature55;Feature56;Feature57;Feature58;Feature59;Feature60;Feature61;Feature62;Feature63;Feature64;Feature65;Feature66;Feature67;Feature68;Feature69;Feature70;Feature71;Feature72;Feature73;Feature74;Feature75;Feature76;Feature77;Feature78;Feature79;Feature80;Feature81;Feature82;Feature83;Feature84;Feature85;Feature86;Feature87;Feature88;Feature89;Feature90;Feature91;Feature92;Feature93;Feature94;Feature95;Feature96;Feature97;Feature98;Feature99;Feature100;Feature101;Feature102;Feature103;Feature104;Feature105;Feature106;Feature107;Feature108;Feature109;Feature110;Feature111;Feature112;Feature113;Feature114;Feature115;Feature116;Feature117;Feature118;Feature119;Feature120;Feature121;Feature122;Feature123;Feature124;Feature125;Feature126;Feature127;Feature128;Feature129;Feature130;Feature131;Feature132;Feature133;Feature134;Feature135;Feature136;Feature137;Feature138;Feature139;Feature140;Feature141;Feature142;Feature143;Feature144;Feature145;Feature146;Feature147;Feature148;Feature149;Feature150;Feature151;Feature152;Feature153;Feature154;Feature155;Feature156;Feature157;Feature158;Feature159;Feature160;Feature161;Feature162;Feature163;Feature164;Feature165;Feature166;Feature167;Feature168;Feature169;Feature170;Feature171;Feature172;Feature173;Feature174;Feature175;Feature176;Feature177;Feature178;Feature179;Feature180;Feature181;Feature182;Feature183;Feature184;Feature185;Feature186;Feature187;Feature188;Feature189;Feature190;Feature191;Feature192;Feature193;Feature194;Feature195;Feature196;Feature197;Feature198;Feature199;Feature200;Feature201;Feature202;Feature203;Feature204;Feature205;Feature206;Feature207;Feature208;Feature209;Feature210;Feature211;Feature212;Feature213;Feature214;Feature215;Feature216;Feature217;Feature218;Feature219;Feature220;Feature221;Feature222;Feature223;Feature224;Feature225;Feature226;Feature227;Feature228;Feature229;Feature230;Feature231;Feature232;Feature233;Feature234;Feature235;Feature236;Feature237;Feature238;Feature239;Feature240;Feature241;Feature242;Feature243;Feature244;Feature245;Feature246;Feature247;Feature248;Feature249;Feature250;Feature251;Feature252;Feature253;Feature254;Feature255;Feature256;Feature257;Feature258;Feature259;Feature260;Feature261;Feature262;Feature263;Feature264;Feature265;Feature266;Feature267;Feature268;Feature269;Feature270;Feature271;Feature272;Feature273;Feature274;Feature275;Feature276;Feature277;Feature278;Feature279;Feature280;Feature281;Feature282;Feature283;Feature284;Feature285;Feature286;Feature287;Feature288;Feature289;Feature290;Feature291;Feature292;Feature293;Feature294;Feature295;Feature296;Feature297;Feature298;Feature299;Feature300
Sample1;D:/plate1.xlsx;5.319723965;6.232110971;6.321985533;7.481706665;5.728824478;7.396172904;8.494873549;5.210911317;8.348614331;9.019257404;5.627576171;6.079139644;9.149316775;6.894233155;5.117443027;7.666412264;6.946651646;6.618058547;7.782285817;12.65498078;7.804329707;12.59168661;6.528453354;6.758797346;8.224320678;6.863088442;7.05617882;4.701999547;7.079318237;8.902180712;3.851876994;5.771357833;6.714625016;5.020205942;3.943150659;5.401012658;6.59776346;5.673093818;6.922516764;6.353727766;3.971569366;7.08280151;7.214640454;7.298010129;9.627906602;5.816337628;8.939843161;6.777127683;8.225370408;6.040126185;5.51643837;6.083289375;7.306757157;6.951675429;7.559746336;6.456394101;6.993467597;5.15942527;6.210725352;4.77054983;5.44483659;9.782450872;5.806360814;6.779951983;4.571386002;5.56138933;8.448847144;8.534540476;6.094056132;8.114958743;5.463000494;9.855651345;7.481190017;9.174558071;9.805989027;5.455651458;7.566709936;6.885310124;7.879935856;4.220679886;8.796159795;5.946104819;6.072949626;6.83260411;8.112797845;7.434171783;6.268695173;5.968150563;4.219719993;5.933541549;4.504581837;6.112719794;9.714238814;5.006432181;4.604430893;6.375285027;6.57538867;6.996500103;5.391855108;6.338290676;5.999738292;6.279964711;4.851183962;7.679936899;5.180982994;8.180808316;6.885310124;4.208643597;7.791142122;7.281830237;4.225779449;6.73479895;8.017483557;9.890350708;10.08026576;8.246865203;7.019242256;6.944821336;7.818157267;10.32124457;5.236862279;4.475219438;6.663316467;6.105027511;8.086227964;10.43050118;4.506266605;7.653833971;8.865364245;7.169278808;5.782430901;7.483045504;3.912701364;7.913822943;7.132993387;9.809069232;8.610490733;7.735645152;6.698619705;4.491222342;6.776025493;6.755015883;6.293482885;4.180244393;9.110104967;6.271051067;9.097881534;7.152574764;6.315007323;4.527121088;7.97422235;3.888146804;7.876047695;4.103569575;6.677240879;9.004925266;5.890565744;7.283205746;7.684534394;5.336765816;8.354064252;12.53440578;5.185692633;6.009621786;7.702412874;4.296954822;7.476190775;7.501947612;4.731110607;5.196805955;8.284230874;10.03953927;9.40958803;5.6726451;8.570151806;4.986479202;5.332759653;8.464935318;10.28544406;10.14764909;5.141652707;6.932616906;8.689630617;5.819933401;9.939698062;7.745714292;6.601184834;7.059258644;4.634758898;6.009748688;6.977393293;5.359391009;4.891063298;6.719974763;9.785358922;10.095566;7.941848963;6.202616902;4.720565466;7.337721874;6.447833114;7.481190017;7.07297253;7.113618196;5.35497557;7.163142157;9.182263484;8.396874272;5.376936766;6.986699601;4.787898854;9.772900207;7.092709191;5.637145521;6.06722934;9.400769331;5.057930278;6.992708729;4.931404691;6.957100155;6.139600342;6.418423796;8.815890543;8.288976313;5.717753531;7.977275154;9.281328294;5.817285128;7.77479181;5.377020004;6.725333816;6.979586183;7.937741185;5.782409828;4.570320284;7.195888081;6.993467597;5.717753531;4.413397399;6.126272453;8.225370408;8.346350256;3.874199974;6.718607433;6.935207893;5.520977637;4.738657985;7.843833963;6.031053697;6.957527404;11.00947752;7.537112268;4.465699636;8.321146518;4.334649851;8.037268692;8.936142393;4.790227566;4.954008151;9.48026533;6.833599982;5.530768549;5.211610278;4.458042473;8.897560737;5.588699546;8.126236677;9.636884183;7.02236108;8.103362788;7.044711969;8.562052898;9.676044999;7.145965063;6.701038894;8.509548278;9.215202132;11.08651127;5.280021775;6.086044753;8.126236677;6.932616906;9.234834735;3.985129868;8.911819178;7.591862002;6.214569365;7.785869026;7.296040874;8.191031523;5.815894413;7.903954993;6.642200376;8.788016349;9.012486602;6.31646818;7.00047165;4.625722841;6.597492608;5.204218494
Sample2;D:/plate1.xlsx;4.491407499;6.322086633;5.507586707;6.95350934;5.53712198;7.615005276;8.703800958;5.025294176;8.851087155;10.03560296;5.844488375;5.920171873;7.747158106;6.225022389;5.416195506;9.463412637;5.981414935;6.137177664;7.096749557;12.62119379;7.434954611;11.99131921;6.512720924;6.190897685;7.422881212;6.817042364;9.100471461;4.374058499;8.018306117;8.915159294;3.821162157;5.491834093;7.844752587;5.142812415;4.064661487;4.886469297;5.892847662;5.745808541;8.030654398;6.858381721;4.052055572;7.937193707;7.786928122;5.19966713;8.991136202;6.612462733;8.265871072;5.783025786;8.722795671;6.97069263;5.554212216;5.653712585;7.246584203;7.012114923;7.00508487;6.821136206;7.827026398;5.273400924;5.981877396;5.79976508;5.979549831;9.059159893;7.321365951;5.926226265;4.599175897;5.310286279;8.555127363;9.198573094;6.343139416;7.50533955;5.511333763;11.03451466;9.791771273;8.191184712;7.32304845;5.679827596;5.558319845;7.596131622;7.588619451;4.163519579;8.741303298;5.990291582;5.755335067;6.448679687;7.312234066;6.386172688;5.040405825;7.683237568;4.029371738;5.855643982;4.962960251;6.098903731;9.090938187;5.3779889;4.581546811;5.915712692;5.949243244;5.533381301;5.796242088;5.442898974;6.208449042;6.54126994;4.023556498;8.451634889;4.231327921;9.41658495;7.596131622;4.739387682;8.061114196;7.434385166;4.50812137;6.151125713;7.391854834;8.939499467;9.541781119;7.154113657;7.446337925;7.347261044;7.619028802;10.29333514;6.477050154;5.030979256;6.299718004;6.331885327;7.47341099;10.07159025;4.230653849;6.00400062;8.085872972;7.291644387;5.251266557;7.297761315;3.610179582;8.354312432;7.384299228;10.56896937;8.456973887;7.563343069;6.805880842;4.583115063;6.275545075;6.954844168;6.248538326;3.946028913;7.239828906;6.224835916;9.005909086;7.417878765;5.66611661;4.419383507;9.467615648;4.441900574;8.6762262;4.048081946;6.202672999;8.405280509;6.321668246;6.576139737;6.800455862;5.911465746;7.848115801;12.39072354;5.060537388;6.247752828;7.198027087;3.697917769;7.589480952;6.205978829;5.194728529;5.419844948;8.684388694;9.365295827;9.750344491;5.386191916;7.739960355;5.602685364;4.532496806;7.674178194;10.44666226;9.558152256;5.256039483;6.988216641;6.428976541;6.126767017;9.543319237;6.388719442;6.736975104;7.3384538;4.796054083;6.637142187;8.174840805;5.738645581;4.949757828;6.407126453;9.488382838;10.36689731;7.99353662;4.01776861;4.867478633;6.924519601;6.133931655;9.791771273;8.971523457;6.627319659;6.374159388;5.93540598;8.527832467;7.974838283;4.731823436;6.933734537;4.940197181;9.644416024;7.580801235;5.915983011;6.490191889;9.311782182;4.843494446;6.775146299;4.673150893;6.543122968;5.612095052;4.690896258;8.615856621;7.808633604;5.748016612;7.714244048;8.970909334;5.403525947;6.208498869;5.442667394;7.378176676;6.310297338;7.581364657;5.666394621;4.209656454;7.749101235;7.827026398;5.748016612;4.711212302;5.976626203;8.722795671;8.33324771;3.943361559;4.741338047;7.682962175;7.181528559;4.946250888;7.79400936;6.207912686;6.980991053;10.79952042;6.915410895;4.627471653;7.254174092;4.020871528;7.908381948;7.478112834;4.875500072;4.022377664;10.01277439;6.438981573;5.515298307;5.204501539;4.490561443;9.353934782;6.593119054;7.640051097;9.296281657;8.171615829;8.203751784;7.431017167;8.661239023;9.019771856;6.656013154;6.467086687;8.443932581;9.205916775;9.880537619;5.548498524;7.268629323;7.640051097;7.192308604;8.416354848;4.325451559;8.191028105;6.549196709;7.209249889;8.721393775;7.596691323;9.237533987;5.681201298;7.45017984;6.655257533;9.127046045;8.844506789;6.640341403;6.56427377;4.711314059;6.031129927;6.286710216
Sample3;D:/plate1.xlsx;4.739679441;5.959399241;5.639514052;6.669211401;5.631295997;7.289477133;9.225365458;4.93881161;8.688012272;9.997594585;5.616312382;6.034623867;8.017897078;8.373193625;5.648756484;9.010776064;6.734381306;6.059458739;6.680451066;12.43616213;7.693292538;12.15401828;6.293094779;6.473208094;7.840004184;6.858733906;9.357438448;4.838257881;7.500538705;8.883885377;3.668814434;5.474160362;7.739099024;4.544849561;4.10584592;5.591389188;6.354530601;6.678952024;8.640255264;6.367516686;3.886269137;8.43582654;7.230382329;7.086043077;11.46113719;6.487871311;7.819472963;5.85693136;7.866054076;6.984500244;5.445401603;5.553986797;7.434960346;7.654698087;7.165347308;6.29579115;7.794091778;5.392894296;5.660604586;4.996929042;5.901117054;9.289187335;7.131033581;5.813557772;4.163128802;5.380539342;8.600152157;9.266614411;6.355083595;7.87636917;5.883175583;10.61518548;9.04128808;8.682941472;6.712889799;6.099097982;4.525788945;7.594024965;7.475652672;4.073736368;8.555115709;5.976612058;5.956786532;6.866944119;7.616575673;7.073243943;4.705010562;6.897776331;3.888215932;5.298066652;4.49563427;5.869138691;8.512219094;5.446622779;3.953435311;6.150316657;6.395414705;4.549154456;5.908908477;5.88789555;6.357419883;6.543015821;3.885983624;7.535852456;3.641964617;9.639283515;7.594024965;4.532584281;7.737248266;7.938662012;4.525667809;6.220857498;7.390351842;8.593850628;9.310266955;6.382121549;7.687167199;7.513591774;7.449610802;10.18635321;5.482923506;5.785272888;6.461163506;5.939794934;7.178769649;7.646350244;4.083800006;6.93003039;8.408461275;7.722676457;5.365999194;7.065189946;3.235488175;7.826365742;8.312392142;10.8985474;7.960755975;7.291771379;7.142055307;4.366659102;6.20578421;7.5184543;6.885189434;4.112518517;6.56497537;5.739706343;9.103052021;7.956217801;6.023379429;4.60701272;9.280886054;4.665690588;9.142298745;3.892509496;6.038972331;8.533957103;5.489108655;7.085730874;6.634242046;6.22984962;8.250045777;12.27302495;5.291071178;6.57274201;7.439124852;3.837079533;7.408845572;6.022277869;5.305645126;5.474766065;8.482286446;9.379255823;9.725523447;5.308769329;7.993181485;5.624995414;4.61251531;7.848045415;10.76510414;9.649988219;5.057669608;7.175810927;7.651275864;5.923033034;9.769803583;7.354609661;6.472010849;7.628848123;4.47905588;6.595762031;8.042031826;5.412080667;4.805850002;6.640952642;9.134740621;10.29046415;8.271721422;4.012833993;4.831179508;7.25572301;6.084424983;9.04128808;7.012618442;6.871447294;6.376270906;6.624902905;8.571628815;7.384164699;4.843585445;7.03285093;4.664808911;9.494673574;7.777387232;6.002629275;5.95317423;8.907157964;4.93499626;6.542696665;4.710298287;5.974704196;5.38517401;4.781685003;9.235256461;7.89465194;5.21801951;7.930529361;8.951577477;5.487632652;5.901728556;5.58496402;7.296358573;6.545576824;7.913366957;5.598928846;3.821266973;8.547610961;7.794091778;5.21801951;4.602052305;5.719787367;7.866054076;7.139492347;4.111600408;4.577272879;7.522093384;6.234394359;5.776723459;7.376917162;6.330002055;6.697838617;11.2845954;7.839782664;4.5734938;7.130320292;5.121006446;7.66754754;7.661101728;4.991833812;4.166520097;10.40871157;6.190630224;5.332251951;4.891437189;4.359788726;8.911638295;8.411935192;7.583715747;9.525824732;8.384060079;7.928437696;7.06024717;8.639775078;9.233021347;6.946141538;6.298785638;8.349091185;10.72810891;10.88810919;5.340752071;6.094688783;7.583715747;7.688876797;8.627780925;4.822205961;8.309206191;7.136163128;6.937444526;8.501325508;7.786816125;9.293693589;5.56609456;7.570583715;6.776039566;9.626109267;8.076690318;6.817481035;6.023765361;4.906980131;5.952106294;6.44160446
Sample4;D:/plate1.xlsx;5.317243356;6.042818428;6.668228955;7.287244246;6.100997723;6.645324608;9.442229516;5.140148175;8.669737413;9.94194829;6.123274103;6.249548513;8.04419058;6.591968074;4.977313696;7.283024299;6.651016934;6.051409018;7.22534871;12.59975328;7.275804794;12.68790974;6.468159172;6.937203112;7.757409906;7.038372267;7.913596207;5.317243356;7.561225635;9.797944308;4.042188925;5.52021714;7.431546228;5.468859797;4.03183811;4.780258479;7.135506662;5.755533688;7.49590547;6.833558024;3.74473648;7.885858627;8.566020318;6.55385203;8.107956645;6.285835971;8.367071066;5.679921846;8.189860688;6.631841658;5.441667337;5.734028776;7.348732528;7.107474211;6.858362848;7.063081053;7.463261941;5.200974923;6.147573848;5.682448077;5.98437785;9.168810029;6.79290198;6.194413911;4.899874248;5.914327176;8.28761051;8.576967898;6.409014537;7.965288411;5.935896149;9.777928678;7.077398709;8.666210541;8.671894358;5.160453649;5.120668574;7.345569402;7.84054134;4.280896236;8.277214445;5.634905474;5.045837925;6.97604454;6.975967057;7.150620624;4.954922666;6.287312675;4.222851962;6.121977355;5.023785948;6.341652452;9.608778377;5.180439348;4.513020988;6.582607765;5.823839218;4.998170796;5.541426344;5.658893627;6.021769828;6.647782441;4.153451949;7.842286232;4.10198474;8.662515931;7.345569402;4.288676863;7.159915777;7.476731184;4.675135452;6.833361758;7.046297741;8.267183829;10.39153157;6.583114945;7.307093649;7.356188924;7.912157258;10.61582621;6.993778926;4.895911356;6.724545193;6.112645642;8.405068071;9.238628578;4.756383642;7.022658203;8.594570495;7.29444264;5.541380004;7.867997057;4.543684965;7.922398993;7.392384092;10.14051859;8.162540134;7.39958124;6.675631457;4.368652099;6.590449479;7.660499746;6.073907511;3.989112817;9.061896732;6.238136922;9.491868538;7.865500617;6.384963819;4.309548679;8.648266638;4.092859494;7.877870278;4.093100668;6.515548369;8.560254647;5.894947681;7.2834149;7.440590567;6.40911836;8.424771018;12.34885606;5.096374778;5.880871905;7.354614377;3.874185333;7.883169492;6.720310136;5.035852398;5.272247188;8.699505597;9.15215381;9.415512995;5.430587537;8.724840531;5.553845579;5.064689081;8.336629154;10.28729439;9.77845168;5.216058521;7.546333738;7.797755976;5.764102762;9.408331643;6.778312946;6.508817089;7.349946272;4.625249678;6.50753437;7.605351886;5.290069868;4.942727774;6.920193248;9.391359126;11.12221825;8.36997794;4.989995322;5.355422024;7.372052667;6.121501286;7.077398709;7.241648025;7.097547781;5.875520895;7.088484481;8.556168599;8.660660456;4.712787071;7.626588974;4.944771497;9.538470832;6.962805264;5.980757421;5.911012346;9.771977081;4.864223358;7.089299478;4.495371686;6.068774984;5.714142458;5.085043798;7.947760984;7.782603213;6.588594097;7.706980791;9.179004978;5.395909013;6.66195155;5.694892185;7.5361822;6.256375212;7.950355122;5.964470452;4.225837977;7.982319232;7.463261941;6.588594097;5.266670684;5.982938071;8.189860688;7.936535475;3.561201323;4.868494251;7.318704921;5.639320282;4.705778583;8.108564691;6.035058912;6.909063875;10.71797815;8.111321581;4.626386739;7.153218762;5.079914608;7.527247431;7.510211425;5.15389993;3.99144618;10.1029115;6.148438289;5.374025312;4.991949245;4.477723671;8.025506845;5.978394122;6.95570726;9.540497906;8.198808943;8.19010618;6.924320747;8.565643236;9.55763349;7.100321216;7.001438524;8.572780914;8.320335086;10.46428119;5.317243356;6.168400935;6.95570726;6.993473091;8.617580018;3.988145139;8.459864977;7.118967942;7.616340454;8.253860077;7.731176176;9.374705043;5.813302491;7.118211651;6.577096826;6.871734349;9.445505171;6.986429769;6.858766531;4.831688817;6.125208085;5.761811247
Sample5;D:/plate1.xlsx;4.528296244;5.627239667;6.138208552;6.730899845;6.149973661;9.234685541;9.235644031;5.11414158;8.11160529;9.692292337;4.891062258;5.931405527;8.156219259;6.410325455;4.973488834;8.886088817;6.191916307;6.340436816;7.319129041;12.54956675;7.265018258;11.90114066;6.506081078;5.905762499;7.881179391;6.939483683;7.946561188;4.476222889;7.482126422;7.855168195;5.188307685;5.428614186;6.972826366;4.842359195;3.718413609;5.17058718;6.388684488;6.367463799;7.651302025;6.97685965;3.776727873;7.79239283;9.265298463;6.685344235;11.92264825;6.177556309;8.11332203;6.20900077;9.134611014;6.797584983;5.426027066;5.916146663;7.519852387;6.632603226;7.178042444;6.340582523;7.292528752;5.591267149;5.821472763;5.67773931;6.559144724;8.641502309;6.388661255;5.543381452;4.599925925;5.126391362;8.421352725;8.180529784;6.174400367;7.373796449;6.003251891;11.25016392;7.601414708;8.109629415;11.58343777;6.065123;6.318545196;7.166937422;7.837396807;4.584077619;9.331122936;6.102696877;5.567707429;6.528346645;6.997054075;6.438162205;4.98554404;6.476457612;4.16063035;6.160665292;5.121332294;5.386788846;9.041158813;5.430430048;5.207504313;5.859523769;6.368074438;6.116362335;6.228756283;5.85056647;6.120903385;6.393302332;4.604808476;9.255131348;3.957228774;9.107509323;7.166937422;4.723149606;6.641130186;7.684077034;4.583918202;6.389486811;7.366659444;9.418429251;9.285712569;7.560451511;6.310982531;7.54057379;7.463745327;9.899914113;6.598927586;5.573741426;6.484499871;6.360242388;6.477074798;11.56734124;4.157807084;6.77559042;8.250084768;7.173090184;5.535566424;7.762522211;4.345658822;7.393591925;7.837141242;10.28147496;7.83245058;8.792844922;7.081973407;4.642740586;6.694641619;6.898256475;6.363121857;4.032554528;7.463218809;6.045547029;9.07641946;7.649244716;5.594923187;6.168282387;9.413630124;3.932791831;8.549595251;3.561313293;6.265229157;8.109459561;5.996844395;6.946469277;7.655644463;5.252616665;7.990483522;12.19716714;5.491068855;6.421538858;7.085304596;3.858498737;7.369871035;6.334150974;5.076448875;5.625127671;9.736999407;9.077164195;9.31850869;5.296983973;7.788909135;6.015412948;4.406033098;7.776874268;10.09827031;9.56920296;5.066991884;6.509459231;8.628063777;6.197811712;9.662074658;8.917571322;6.858835141;7.288037666;4.234474584;6.585014293;7.794852698;5.502013765;4.666767208;6.535099753;9.44840486;10.29069084;8.235959487;7.702303948;5.063858741;7.061318719;5.714322103;7.601414708;7.574950288;6.867301016;6.481013539;6.648647664;9.81849199;9.130781384;4.881044894;7.357891177;4.784345885;9.627941898;7.003278146;5.547928622;6.323351569;9.523502551;5.433051889;6.331882492;4.848878023;6.974011501;7.174425274;4.801712973;8.681858993;7.900761898;5.040120364;7.869956193;8.676965304;5.2178221;7.30430922;5.522494563;7.194072923;6.722990749;7.407392162;6.198624728;4.596744784;7.820218845;7.292528752;5.040120364;5.210562485;5.373168224;9.134611014;7.059746821;3.973773204;5.41353248;7.532522489;5.780278558;4.425625092;7.695566897;6.385741259;6.562683192;10.69162284;8.060800111;5.057318623;7.399832725;5.749006768;9.384195472;7.967565848;5.302840484;4.26522307;9.751422144;6.252479327;4.928668645;5.192449365;4.719740321;7.870489271;6.351727412;7.626426255;9.576895803;7.958836715;7.748179126;6.873931422;8.06255001;9.966502118;6.298033244;6.353188474;8.467070401;11.10811856;9.626880335;5.951355448;9.402480228;7.626426255;7.125046883;7.85103587;4.153869981;8.546189443;6.660127414;6.952361208;8.43737127;7.900122038;8.518612267;5.267191923;8.039621007;6.400160588;10.09620708;9.147366067;6.597016904;6.651882453;5.32757909;6.297882626;5.845531173
Sample6;D:/plate1.xlsx;5.756036204;6.498908486;6.316572239;7.159629381;6.431929343;8.152223677;8.790580975;4.992295506;8.584992307;9.450990843;5.856786055;5.707713936;8.135392246;5.456617033;5.971141609;8.348816636;6.681087029;6.665733358;7.996008296;13.03785024;7.692417944;11.8869991;6.408120613;6.591004634;8.335652438;6.834415943;6.922203078;5.264241752;7.660087377;8.9902178;5.323077273;5.125218261;7.198927429;4.606438483;3.620428368;6.064887055;6.020441209;5.471519551;7.406014217;7.463137903;3.772643755;7.409035043;7.607606704;6.28372325;9.47819308;5.619607086;9.494751893;6.500981903;9.898264705;6.471928488;5.839050338;5.70523562;7.934710327;6.824360534;6.973667483;6.639706201;7.022769015;5.56359691;5.976044288;8.478682237;5.595505706;7.809193734;6.237901488;5.905169032;5.04519432;5.835780533;8.106783943;7.919784309;6.309704039;7.781243175;6.609693131;11.42038589;9.055131157;8.544933387;9.824104798;5.273285511;7.7608428;7.49254383;7.661810128;3.964732292;9.062836147;6.324087577;5.531246464;5.968912934;7.709788274;7.297859195;4.222551434;6.11465778;4.240115735;6.183417866;5.124016733;5.763401119;9.149145021;5.255791752;5.750975692;6.00493541;6.23796421;10.01247425;5.102540093;5.938290452;6.241171779;6.438984125;4.972314808;10.07493891;4.989215952;8.341925029;7.49254383;4.308791516;7.471336088;7.296217652;4.360506858;6.872855222;7.085422003;10.40149698;9.564223576;7.932435347;6.716027661;7.537312789;7.473570248;10.31542808;8.343437839;4.724217739;5.858470939;6.021028554;7.464620994;11.61279155;4.436791703;7.128401986;8.557932668;7.222821229;5.346172421;7.82873958;4.364667833;7.724637495;7.443245678;9.475088813;7.550328502;8.622412056;6.980900755;4.387202632;6.420088055;7.229242231;6.293808433;3.502312677;9.641551984;5.868583408;9.276971029;6.179250798;6.116475563;4.672246049;9.030805837;3.983266249;8.40925045;4.338070916;6.484487237;8.136459528;5.416198258;7.339126634;6.933594459;6.492299336;8.118582094;11.97191103;5.195896837;5.95023079;7.846620207;3.537132675;8.030997644;8.466137523;5.020773197;5.591833666;9.253630149;9.39902365;9.43670198;5.217059212;8.206937681;5.563623574;5.130677231;8.303991179;10.53580703;10.22705513;4.837776321;6.72082833;8.675384632;6.070060272;10.04630305;7.614540586;6.646510225;7.065947999;4.192726279;6.637671708;8.123577091;5.297477283;4.478698826;7.378746138;9.736314864;10.29772091;8.22108128;4.762062514;5.219805688;6.727064801;6.487095737;9.055131157;8.466327021;6.555274562;5.929334047;6.736056131;9.429576694;7.792857934;5.022437354;7.055432905;4.624432663;9.769306661;7.181345694;5.445090958;6.27060609;9.271523212;4.892810639;5.954307576;4.690266668;8.663930482;5.549566069;4.614857689;8.550174416;8.015458876;5.513486625;8.066717604;8.594707102;5.496203931;7.50697574;5.413883343;7.057081608;6.30782583;7.841813068;6.675215636;5.589907238;7.223128297;7.022769015;5.513486625;4.730362025;5.244531922;9.898264705;8.570883251;3.715228671;6.067196981;6.816941097;5.464751783;5.16030306;7.865416926;6.086694296;6.741923317;10.56764532;8.046597937;4.761831012;7.196510891;4.113891781;9.001770305;8.98547545;5.187642899;4.075111101;10.37207165;6.088787304;5.078378523;5.159453877;4.432978186;8.645566503;5.756723566;7.653996502;9.748256401;7.736262172;8.622492602;6.863711313;7.710789102;9.312474938;7.039251208;6.932041996;8.208996685;9.068989374;10.61933138;5.67936458;10.70728752;7.653996502;7.05956178;8.435561484;4.375754428;7.980665639;7.120518165;6.524334447;8.263541252;7.935908509;8.302010533;5.613845928;7.720429592;6.857096717;8.182337827;9.918639259;6.212543735;6.745932995;5.338443295;6.387681147;5.946687795
